0.0059637376,0.008363959,0.0046572015,0.11364361,0.13487999,0.05513651,0.020393476,0.018188369,0.005472949,0.0024198538,0.0018958269,0.002021789,0.08
0.0011769251,0.006973318,0.0028345757,0.11320474,0.13861921,0.05715162,0.03285999,0.009988695,0.0135454545,0.0040448043,0.003736198,0.0034066383,0.08
0.003912877,0.009300048,0.004714423,0.11337571,0.13582215,0.055683672,0.024010349,0.013235815,0.010635485,0.0010758541,0.0020817905,0.0021705916,0.08
0.0063947043,0.01158999,0.0065893955,0.1118076,0.13413864,0.05656601,0.011266356,0.013671158,0.008219781,0.0014357297,0.0014500954,0.0015853202,0.08
0.0092011085,0.014386377,0.008829439,0.10818591,0.13680685,0.049014747,0.030030463,0.0117483195,0.011022562,0.0021416657,0.0016352249,0.0015627462,0.08
0.009403214,0.014584143,0.008772762,0.10731802,0.1357052,0.050875194,0.025988527,0.012151195,0.010371836,0.0025066151,0.0013626025,0.0012225847,0.08
0.007081122,0.012210937,0.007148637,0.10975769,0.13189168,0.05351108,0.010439043,0.013515365,0.006509079,7.171342E-4,7.9804345E-4,0.0011878572,0.08
0.0047975993,0.010054987,0.0056385547,0.11120284,0.13281247,0.052300885,0.024030348,0.009021401,0.008255971,0.003207944,0.0020035096,0.0020928234,0.08
2.9435227E-5,0.0071219504,0.0029758697,0.11223605,0.13599873,0.05613944,0.029453708,0.007749302,0.0128416335,0.0035573246,0.0035579018,0.0031786826,0.08
0.004594386,0.007470341,0.0033517182,0.11353179,0.1354955,0.057223324,0.01773925,0.014894177,0.008516831,7.677079E-4,0.00220552,0.0022701628,0.08
0.007851544,0.009841415,0.0058026686,0.11216162,0.13643387,0.056448363,0.01675029,0.010775514,0.006176059,0.0023924243,0.0023241662,0.002179567,0.08
0.011263216,0.013110976,0.008466238,0.1085965,0.13813013,0.050369516,0.027504992,0.0052763554,0.007565012,0.0023633793,0.0022809037,0.0018176327,0.08
0.011662676,0.013504765,0.008816916,0.10823363,0.13551155,0.049531512,0.021096911,0.011000559,0.005348007,0.0024409522,0.0012000365,0.0011142611,0.08
0.0099851545,0.011820883,0.00768981,0.11016137,0.13366897,0.052879676,0.009223457,0.015384058,0.00212435,6.4595754E-4,0.0010807796,0.0011966997,0.08
0.0077379835,0.009864489,0.0061021564,0.11164035,0.13567682,0.053344388,0.02628017,0.011564663,0.00859832,0.0029027248,0.0026107237,0.0023829958,0.08
0.0026813878,0.0070229387,0.003395743,0.113694385,0.13696277,0.055350646,0.030197147,0.007496444,0.011746694,0.0033195536,0.0035182466,0.0032275657,0.08
0.0017521032,0.007811191,0.0035896332,0.11487435,0.13536622,0.058060355,0.0133944,0.014484008,0.007215749,5.3026207E-4,0.0018659326,0.002099014,0.08
0.005151748,0.010490414,0.005535134,0.11281603,0.13672757,0.056541547,0.02144093,0.012824432,0.01012073,0.0023048923,0.0020850967,0.0021870013,0.08
0.008945874,0.014114216,0.008522854,0.108936176,0.13856366,0.05133097,0.030526215,0.011218289,0.012029756,0.0019449688,0.0018884713,0.0017203251,0.08
0.009200972,0.014403336,0.008703817,0.10875135,0.13468973,0.0505189,0.020544522,0.011920918,0.0078018634,0.0022254202,7.195289E-4,8.195023E-4,0.08
0.008300312,0.013387944,0.007996323,0.109520406,0.13263884,0.054071113,0.010278259,0.0130089065,0.006128523,0.001072945,3.6143782E-4,6.7053374E-4,0.08
0.0048363437,0.0048549357,0.0030268217,0.049594223,0.05918954,0.025906373,0.02058092,0.023933552,0.0057051233,0.0029017287,0.0016427091,0.0011437068,0.2
0.0044289404,0.0043394957,0.0029172555,0.050419495,0.058914598,0.026732503,0.017301308,0.024074499,0.003572778,0.0027307973,8.458306E-4,3.604311E-4,0.2
0.003792487,0.0040554716,0.0025292719,0.049061928,0.06266657,0.021176828,0.029788034,0.020870952,0.008905803,0.004147667,0.0021544818,0.0018654739,0.2
1.04504514E-4,0.0035210226,0.0015625713,0.050279193,0.06058339,0.024791291,0.024122806,0.021555128,0.007749203,0.0028003138,0.0019375244,0.001550064,0.2
4.4398947E-4,0.0036748704,0.0013077337,0.05139344,0.058243454,0.029255114,0.012183945,0.022710279,0.001448667,0.0029894456,4.2405812E-4,2.9075026E-4,0.2
0.0022802786,0.0055083917,0.0030709684,0.048995685,0.06153575,0.023080409,0.02626904,0.02126549,0.008766153,0.003416273,0.002296513,0.0017939117,0.2
0.0045261476,0.0077326815,0.0048497776,0.04707834,0.062489245,0.01810575,0.029469915,0.022212075,0.007442338,0.0034366343,0.0013856271,9.7442383E-4,0.2
0.0025998172,0.0057736924,0.003098411,0.04997196,0.05780438,0.027287493,0.016251538,0.02423525,0.0035158275,0.0028581792,9.814801E-4,6.4678973E-4,0.2
0.0031246217,0.006220354,0.0037740571,0.049307607,0.060208466,0.0249108,0.02170591,0.023544384,0.0049511706,0.0029082617,0.001087741,6.28887E-4,0.2
0.001789702,0.005039493,0.0026899967,0.048486125,0.062167607,0.0199113,0.031619202,0.02078833,0.009550937,0.004393512,0.0025545845,0.0020408316,0.2
0.001770738,0.002959866,0.0012955995,0.050342124,0.058605473,0.026270779,0.019760234,0.023723206,0.0065100836,0.0027447548,0.0014082795,0.001180509,0.2
0.0016796192,0.002710837,0.0010299608,0.051076524,0.0574202,0.027736789,0.014294701,0.023907704,0.0034685596,0.0028533994,9.415418E-4,7.0137216E-4,0.2
0.004453845,0.0045936303,0.0029527617,0.04826628,0.06244759,0.021748174,0.030223047,0.021505885,0.009216637,0.004179717,0.0025781477,0.0020083939,0.2
