0.073982229,0.004014294,0.006777952,0.001439774,0.043864985,0.006040002,0.001762194,6.08E-04,0.021685666,0.002996511,2.21E-04,4.06E-04,0.009380258,0.005903894,0.002522351,0.15625,0.15625,0.15625,0.021264465,0.013012831,0.006344226,0.115348496,0.102773716,0.113298345,0.031914894,0.037974684
0.062237411,0.01048375,0.005094122,0.002779456,0.036450411,0.011055857,0.002131773,7.86E-04,0.017949036,0.00221774,8.68E-04,6.68E-04,0.009240748,0.006053996,0.002558606,0.15625,0.15625,0.15625,0.020102029,0.012408697,0.005972405,0.112610641,0.10267976,0.120788493,0.031914894,0.037974684
0.068226608,0.012985706,0.005657916,0.003262164,0.041188416,0.014195243,0.001964871,0.001715211,0.020691443,0.002138119,0.001416149,5.42E-04,0.009593356,0.006258747,0.002673569,0.15625,0.15625,0.15625,0.020843583,0.012813632,0.006208348,0.114895396,0.09639308,0.115847308,0.031914894,0.037974684
0.078030492,0.001888403,0.004030268,0.002911975,0.044699778,0.005841341,0.002779294,0.001903639,0.022488536,0.002190127,0.001507239,4.82E-04,0.009386108,0.006212706,0.002664404,0.15625,0.15625,0.15625,0.022052877,0.012888969,0.006355176,0.113601715,0.104044096,0.11683693,0.031914894,0.037974684
0.067616297,0.013186562,0.002281469,0.00265922,0.038706515,0.012636406,0.004401831,9.36E-04,0.019337121,0.002338645,0.002129235,5.80E-04,0.00962328,0.006378475,0.002694507,0.15625,0.15625,0.15625,0.021250235,0.012262894,0.005976779,0.11623017,0.099431798,0.120508795,0.031914894,0.037974684
0.073237737,0.015425578,0.002201365,0.00249455,0.042405472,0.012274887,0.003817855,0.001162657,0.021340213,0.002894243,0.001723739,5.49E-04,0.009812677,0.006364746,0.002764385,0.15625,0.15625,0.15625,0.021903624,0.012609528,0.006200991,0.114350459,0.097338593,0.11357731,0.031914894,0.037974684
0.079122676,0.001033758,0.004014807,0.003503089,0.045038686,0.007263532,0.002384365,0.001483247,0.022579394,0.001931459,8.77E-04,6.94E-04,0.009829481,0.006315176,0.00272747,0.15625,0.15625,0.15625,0.022328773,0.012857496,0.006430084,0.113825378,0.105566799,0.118988549,0.031914894,0.037974684
0.069608546,0.017588095,0.003932974,0.003291069,0.04177636,0.012889654,0.001865935,0.001316592,0.020832962,0.001945273,8.52E-04,7.40E-04,0.010241159,0.00620307,0.002610266,0.15625,0.15625,0.15625,0.021220271,0.012796494,0.006325016,0.117057143,0.096994919,0.116788963,0.031914894,0.037974684
0.075901525,0.015396796,0.005561428,0.002689968,0.044119085,0.01155807,0.001078903,5.53E-04,0.022091026,0.00295868,6.79E-04,6.37E-04,0.009985181,0.006229426,0.002714162,0.15625,0.15625,0.15625,0.021617823,0.013074314,0.006453016,0.110726927,0.101669287,0.115772533,0.031914894,0.037974684
0.074032954,0.003637568,0.00612988,0.004445274,0.043591685,0.007217014,0.001016304,0.001308255,0.021479988,0.001954171,5.71E-04,7.09E-04,0.009626539,0.006105226,0.002686608,0.15625,0.15625,0.15625,0.021369318,0.012983862,0.006353571,0.11539375,0.102526183,0.116937118,0.031914894,0.037974684
0.065270986,0.01674295,0.004621216,0.004442504,0.039427455,0.014297077,0.00171149,0.002394058,0.019534217,0.002125163,0.001078946,2.25E-04,0.009886165,0.006242181,0.002574569,0.15625,0.15625,0.15625,0.020520567,0.012632469,0.006100292,0.113340168,0.09845784,0.11685066,0.031914894,0.037974684
0.0702715,0.013289042,0.00569838,0.002363461,0.042723495,0.012104095,2.53E-04,0.002969079,0.021246908,0.003445988,8.31E-04,4.94E-04,0.009654587,0.00621654,0.00268491,0.15625,0.15625,0.15625,0.021077751,0.012834466,0.00627215,0.110870123,0.100862367,0.117161954,0.031914894,0.037974684
0.068293391,0.00162691,0.005384909,0.002573116,0.041633369,0.007596011,0.001335584,0.002120582,0.020888316,0.002258159,3.32E-04,8.20E-04,0.009178328,0.006060417,0.002666449,0.15625,0.15625,0.15625,0.020997891,0.012698414,0.006306865,0.116382019,0.101615824,0.114149095,0.031914894,0.037974684
0.067298757,0.014501404,0.006233158,0.00277623,0.039231,0.014313066,0.001462602,6.02E-04,0.019635963,0.002158316,9.62E-04,7.60E-04,0.009881164,0.006268201,0.002669915,0.15625,0.15625,0.15625,0.020723208,0.012712294,0.006225204,0.111707839,0.100996436,0.120854643,0.031914894,0.037974684
